"","ResponseId","Q49_1","Q2_1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q3_9","Q3_10","Q5","Q8","Q9","Race","Best_Way_to_hear","Aquatic Interest","Art Interest","Game Night Interest","Fitness Class Interest","Intramural Sports Interst","Programs Interest","Q14","How Hear"
"579","R_R3JiTJzLKBQYuWJ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","Black or African American","Mail ,Brochure ,Calendar","Traditional Swim Lessons","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Tennis","Golf simulator ,Cooking classes","Slightly familiar","Facebook,Through Community Involvement"
"580","R_31hqH119GpLvh5P","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Calendar","Traditional Swim Lessons ,Rec Open Swim","Painting ,Drawing ,Jewelry Making ,Lettering ,Other:","Board Games ,Card Games ,Chess","Boot camp ,Yoga ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Word of Mouth"
"581","R_1DvBl7F20A5tVYp","4","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","Yes","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","None of the above","Yoga ,Adult Ballet (or other dance) ,Other","None of the above","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Word of Mouth,Facebook"
"582","R_DIaV3rcyP4MTDCp","4","2","2","11",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","None of the above","None of the above","Circuit training ,Boot camp","None of the above","None of the above","Slightly familiar","Word of Mouth,Facebook"
"583","R_2VwN9prfkL46coM","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Brochure","Lifeguard Programs ,Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games ,Chess","","Volleyball ,Indoor soccer ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Through Community Involvement"
"584","R_1E0z6ygRLeDyoxm","4","2","9","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Other:","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Other:","Board Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance) ,Other","Basketball ,Badminton ,Indoor soccer ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Word of Mouth,Facebook"
"585","R_1j6QAK0zykmXaeY","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Less than 26,000","No","White","Email ,Text ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Water Polo ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Badminton ,Indoor soccer ,Pickleball ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"586","R_1IhH6whPv3QCpdb","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Don't Know","No","White","Email ,Text","None of the above","None of the above","Board Games ,Card Games","None of the above","None of the above","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Word of Mouth,Through Community Involvement"
"587","R_3DeCEGMBMSQtOvb","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Calendar","Water Fitness ,Paddleboard Yoga","Jewelry Making ,Lettering","None of the above","Yoga ,Pilates","Volleyball","Guided hikes","Slightly familiar","Other"
"588","R_2R4gwN01LbWZqqV","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games","Circuit training ,Yoga ,Pilates","Basketball ,Badminton ,Pickleball","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Other"
"589","R_12aGE5QXUGIGssh","4","2","11","9",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Text ,Mail","Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim","Painting ,Drawing ,Jewelry Making","None of the above","Circuit training ,Boot camp","Basketball","Cooking classes","Slightly familiar","Facebook"
"590","R_vCePNnojDp8Jjgd","4","2","4","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail ,Brochure ,Calendar","None of the above","None of the above","Board Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates","Basketball ,Volleyball","Golf simulator ,Cooking classes ,Guided hikes","Slightly familiar","Facebook"
"591","R_26nkKGK6l7ehZ3f","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White","Email ,Text","Water Fitness","","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates","","Guided hikes","Slightly familiar","Email,Facebook"
"592","R_xilXeFLCRDy6fIZ","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","Yes","White","Email","Rec Lap Swim ,Paddleboard Yoga","Painting ,Drawing","None of the above","Yoga ,Pilates ,Adult Ballet (or other dance)","None of the above","Cooking classes ,Guided hikes","Not familiar at all","Facebook"
"593","R_1DLUN3EC6Lo4AoK","3","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","Yes","Other","Text","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making","Board Games ,E-Games ,Chess","Circuit training ,Boot camp ,Yoga","Badminton ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","I never hear about the programs"
"594","R_1gSVMOYAXWMouxm","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White","Email","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim","Painting ,Drawing","Board Games ,Card Games ,Chess","Circuit training ,Yoga ,Adult Ballet (or other dance)","Badminton","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,I never hear about the programs"
"595","R_2fH60stbsZDa69L","5","3","9","5","4",NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","White","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Open Swim","Painting ,Drawing ,Jewelry Making","None of the above","None of the above","Tennis","Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email"
"596","R_1GJn6HMszdPtaEZ","4","2","11","14",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Traditional Swim Lessons ,Rec Lap Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making","None of the above","Yoga ,Adult Ballet (or other dance)","None of the above","None of the above","Not familiar at all","Facebook"
"597","R_8zR0DbPVIikLFQJ","4","2","7","2",NA,NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","White","Email ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games ,Chess","Other","None of the above","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Facebook,Other"
"598","R_33eWuHTnatcYoIB","4","2","2","4",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Text","Traditional Swim Lessons ,Rec Open Swim ,Water Polo","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games","Circuit training ,Yoga ,Adult Ballet (or other dance)","Basketball ,Indoor soccer","Golf simulator ,Cooking classes ,Guided hikes","Moderately familiar","Facebook"
"599","R_3QSrYV1j8D7joX9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","Asian","Email","Other:","Painting","E-Games ,Card Games","None of the above","Badminton","Guided hikes","Slightly familiar","Facebook"
"600","R_AtCL8T93VQwH5yV","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Rec Lap Swim ,Rec Open Swim ,Water Fitness","","Card Games","Circuit training ,Yoga","","Cooking classes ,Guided hikes","Moderately familiar","Word of Mouth"
"601","R_DqVdrEFy7KocU1P","3","1","13",NA,NA,NA,NA,NA,"0",NA,NA,NA,"No","26,000-34,999","No","Black or African American","Text","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Jewelry Making","Board Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Badminton","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"602","R_OCetBhRdKlfi62t","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","104,000-115,999","No","White","Email ,Mail","Rec Lap Swim ,Rec Open Swim ,Water Fitness","Lettering","Board Games ,Card Games","Yoga ,Pilates ,Adult Ballet (or other dance)","Pickleball","Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Word of Mouth,Facebook"
"603","R_riQqXKH3oqriyPL","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","Black or African American","Email ,Text","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim","Painting ,Drawing","Board Games ,E-Games ,Card Games","Circuit training ,Boot camp","Basketball ,Volleyball ,Indoor soccer","None of the above","Extremely familiar","Word of Mouth,Facebook,Through Community Involvement"
"604","R_3DjC52PDJGgjGNn","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail ,Brochure ,Calendar","Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga ,Other:","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games","Yoga ,Adult Ballet (or other dance)","Badminton","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Word of Mouth,Facebook,Through Community Involvement"
"605","R_21GMYx79KstpuwN","5","3","9","14","16",NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email","Traditional Swim Lessons ,Rec Open Swim","Painting","Board Games ,Card Games ,Chess","Adult Ballet (or other dance)","Basketball ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth,Facebook"
"606","R_3s057AxV2POIE81","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Text ,Mail ,Brochure","Paddleboard Yoga","","Card Games ,Chess","Yoga ,Pilates","Volleyball ,Badminton ,Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","I never hear about the programs"
"607","R_T579po4Ppkykfmx","4","2","11","13",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","Other","Email ,Calendar","Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games","Circuit training ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Badminton","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"608","R_Ui3iCjElTpCc2OJ","5","3",NA,"9","0",NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","Other","Email","Traditional Swim Lessons ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing","Board Games ,Card Games ,Chess","Boot camp ,Yoga","Basketball ,Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Facebook"
"609","R_1InMs1cZxDj552T","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email","Rec Lap Swim ,Rec Open Swim","None of the above","Board Games ,E-Games","None of the above","None of the above","","Not familiar at all","Word of Mouth,Facebook"
"610","R_3DcLeBI5fHtlFxu","3","1","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","Black or African American","Mail ,Brochure","Traditional Swim Lessons ,Water Fitness ,Paddleboard Yoga","None of the above","E-Games","Boot camp ,Yoga","Basketball ,Volleyball ,Indoor soccer ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Facebook"
"611","R_3fOpyQpQwob00Eh","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","","Email","None of the above","None of the above","None of the above","Circuit training","Pickleball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth"
"612","R_3sdlkOXGtjJzYSr","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Mail","Water Fitness","None of the above","Board Games ,E-Games ,Card Games","Circuit training","Volleyball","Golf simulator","Slightly familiar","Word of Mouth,Facebook"
"613","R_1nMJit0IQcwo3gZ","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness","Painting ,Jewelry Making","Board Games ,Card Games","Circuit training ,Boot camp","Volleyball ,Tennis","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Facebook"
"614","R_3rZG7Dol7ajoHEc","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","35,000-44,999","No","White","Brochure","Rec Open Swim ,Water Fitness","Painting ,Drawing","None of the above","None of the above","None of the above","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Other"
"615","R_73rADVyt3W6ag4F","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Other:","Chess","Boot camp","Basketball ,Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","I never hear about the programs"
"616","R_3G9YSIzV3zC8hHy","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Water Polo","Painting ,Drawing","Board Games ,E-Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Badminton ,Indoor soccer ,Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Extremely familiar","Email,Mail,Word of Mouth,Facebook,Through Community Involvement"
"617","R_2bPp5hcFLX8TZ62","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","E-Games ,Card Games","Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Tennis","Golf simulator ,Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook"
"618","R_1nZKbArxZHYjJPF","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail","Water Fitness","Painting ,Jewelry Making ,Other:","Board Games ,Card Games","Circuit training ,Yoga ,Other","Badminton ,Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Word of Mouth,Facebook"
"619","R_AdR5dqrNfvco3ct","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999",NA,"","Mail ,Brochure ,Calendar","Rec Lap Swim ,Rec Open Swim ,Water Fitness","","None of the above","Circuit training ,Yoga","Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth,Facebook"
"620","R_1NER784a3kt3uvV","3","2","9","11",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Brochure","Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing","Board Games ,Card Games ,Chess","Yoga ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Pickleball ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Facebook,Other"
"621","R_1QhC27hBNckemwj","4","2","2","4",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Mail","Traditional Swim Lessons","None of the above","Board Games ,Card Games","None of the above","Basketball ,Pickleball ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Mail,Facebook"
"622","R_28zHjGQuv08GUZO","2","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Less than 26,000","No","White","Email","Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Water Polo","Painting ,Drawing","Board Games ,E-Games ,Card Games","Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Facebook"
"623","R_2PpN1aTbrWI53EN","4","3","16","14","14",NA,NA,NA,NA,"0",NA,NA,"No","35,000-44,999","No","White","Email ,Calendar","Water Fitness","Painting ,Drawing ,Lettering","Board Games ,Chess","Yoga","Pickleball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"624","R_2rqE53Kfj4mHZMF","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Mail","Water Fitness ,Paddleboard Yoga","Painting ,Jewelry Making ,Lettering","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Facebook"
"625","R_3JzqmZtkMhipOAg","4","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text","Traditional Swim Lessons ,Water Fitness","Painting","Board Games","Yoga","None of the above","Cooking classes","Slightly familiar","Facebook"
"626","R_d6maf4kIj0JgokF","3","1","2",NA,NA,NA,NA,NA,"0",NA,NA,NA,"No","65,000-103,999","No","White","Email","Traditional Swim Lessons ,Lifeguard Programs ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting","None of the above","Boot camp ,Yoga","Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Word of Mouth"
"627","R_2aBbh4uWTycK0Yp","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Other:","Water Fitness ,Water Polo ,Paddleboard Yoga","Painting ,Drawing ,Other:","Board Games ,Card Games ,Chess","","Basketball ,Volleyball ,Badminton ,Pickleball ,Other:","Golf simulator ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Word of Mouth,Facebook"
"628","R_A5R8XcF3QLtE7pn","4","2","16","14",NA,NA,NA,NA,NA,NA,NA,NA,"No","Less than 26,000","Yes","Other","Text","Traditional Swim Lessons","Painting ,Jewelry Making","Board Games","None of the above","Basketball ,Volleyball","Cooking classes","Moderately familiar","Facebook"
"629","R_3nHGwLuySnM4bca","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","65,000-103,999","No","Black or African American","Email ,Mail ,Brochure ,Calendar","Water Fitness ,Paddleboard Yoga","None of the above","Board Games ,E-Games ,Card Games","Circuit training ,Yoga ,Pilates ,Adult Ballet (or other dance)","None of the above","Golf simulator ,Cooking classes","Moderately familiar","Email,Word of Mouth,Facebook"
"630","R_3s7ELcL30ZBZbvk","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Don't Know","No","White","Email ,Text ,Mail ,Brochure ,Calendar","None of the above","Painting ,Jewelry Making ,Lettering","None of the above","Adult Ballet (or other dance)","None of the above","None of the above","Very familiar","Email,Text,Mail,Word of Mouth,Facebook,Through Community Involvement"
"631","R_pT9qC4REqsaaGmB","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Text","Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","","Yoga","None of the above","Cooking classes","Moderately familiar","Facebook"
"632","R_3g0gNvirx1TY2EO","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Water Polo ,Paddleboard Yoga","Painting ,Drawing","Board Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates","Basketball ,Volleyball ,Badminton ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook,Through Community Involvement"
"633","R_32XztGzXuhUqb83","5","3","7","5","2",NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","Other","Email","Traditional Swim Lessons ,Paddleboard Yoga","Painting ,Jewelry Making","Board Games","Yoga ,Other","Basketball ,Indoor soccer ,Other:","Cooking classes","Slightly familiar","Email,Facebook"
"634","R_8076LQ5MNaSYpTX","4","2","11","9",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Drawing ,Lettering","Board Games","Yoga ,Pilates","Pickleball ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook"
"635","R_xaruZb5w6aSykY9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Mail ,Other:","Traditional Swim Lessons ,Water Fitness","None of the above","None of the above","Circuit training ,Yoga ,Pilates","Badminton ,Pickleball","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"636","R_zZSHYb5J8gEPe7v","4","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Other:","Traditional Swim Lessons ,Lifeguard Programs","Jewelry Making","Board Games ,E-Games ,Card Games ,Chess","Circuit training ,Boot camp ,Adult Ballet (or other dance)","Basketball ,Indoor soccer ,Other:","Golf simulator ,Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Facebook,Through Community Involvement"
